Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
171825.15893811212,1.6641688360697646,-0.46457366908600695,-2.2804534533504777,-3.946978543108164,-3.407129457436456,-3.7268697592296793,-2.039197554415296,-3.3707341837221207,-0.8476902727942089,-0.2695241276345737,0.7144309629585113,-0.07294813619092944,-2.454931201018743,-7.8853475671209585,-2.255990099204757,1.6020155012670294,-6.174717357201617,-3.616361316668196,-2.2006615088366126,-1.1128005381287658,-2.673380284866378,0.03405177205276755,-3.574941138321133,1.1538850482089145,-1.322210596112186,-4.6716556859664085,-0.02382215487378203,-0.4011846125408476,218.28889965108016,1
171749.46181915194,-3.938767921715353,-1.474900475948519,-0.24025313834283124,-2.5124207094202644,-1.7242652856858094,-2.565383661593234,-2.1603466152100808,0.6300720288426955,-1.2949577879054943,-3.335218570011673,1.4419546755776786,-2.7687423558705326,0.924065660988922,-1.396358743070305,-2.2836018413104693,-1.1296763026020202,-7.214487576373305,-3.2002494435738997,1.6662988016817102,-4.123313730717936,1.9210385895513649,1.2698268960602896,2.547429637692635,-1.2291774137480833,0.3610633938382448,-3.5393210439043195,-0.8260656620885697,-0.7251127168303502,130.82330405423554,1
171783.4342833063,-2.3938123707509478,0.08632990448390343,-0.14349792605886202,2.367681678634808,-2.2192316044683285,1.221330484296069,-1.083639543277906,0.2216626637172585,-2.799766435127294,1.639891092425379,-2.144470213438434,-3.0497511920879137,-3.9841945692010228,-5.448539288000345,-2.4954255293013947,-0.10833280870389905,-1.9054432673082715,-2.9723675994161063,-0.12013589242913625,0.5511272355350072,-4.728378103924548,-2.4713560951499964,-2.1768795280068636,-2.634977351380373,-1.4004124094397894,0.5102961101253154,-5.37292227193619,-2.6027582179339657,241.189700426834,1
171971.65519210836,-2.004934263501061,-0.7250116770513201,0.14856926352083843,1.7285419371487007,-2.4394300275959706,2.5956265773541753,-3.0209978734523233,-1.5605450412226791,-3.6250741946775933,-4.681987735146409,-3.5003138024339067,-3.156710144591612,-0.5769648151117358,-3.167401716680495,1.1923047787698677,0.9010973130577931,-4.34106390827352,-1.0377294379414896,-1.7481084751739375,-5.003725423920326,2.9931505962522102,-1.4099442129029875,-5.688531694624608,1.0706484439353599,-2.394096017631706,-0.11452529268579226,0.6905601288562151,-4.16739342143838,477.48371025469754,1
171570.54389720602,-2.2015475004398906,-0.4987578667557371,-1.1788465715712488,-4.004948970764961,-4.587648687726196,-1.8437760584399259,-2.3110816244086947,-3.212015882941678,-4.109225624138842,-4.881036795142949,0.1673319380385998,-3.1598363412040933,0.24558721433495778,-4.248416929899095,-2.295247175404211,-3.3355483292540424,-5.73338766597495,-2.0946751444570544,-1.0637524500976627,-2.8415825710666907,-2.2483200152623604,-1.0460346511040113,-0.4979235924732224,-2.3874134426218974,0.18207634304861675,-1.362817346986322,0.003669234917333508,0.17580858981696035,207.4725900384825,1
171409.6275179138,-0.3365873342554693,-0.8186986449793385,-2.3375602801510085,-1.1305465844439064,-4.0686800501861935,-4.095615823759029,2.083947891723694,-2.22354880918551,-4.488647401593402,-3.023363234925541,-1.8334707546583706,-1.4038520036693987,-0.9396227496329899,-6.408750946676935,0.3584538582022314,-0.8912755046082348,-5.240968105533689,-1.8302501623296654,-4.942064163954369,-0.13525126156746725,-0.5215503840074894,-3.7872110036399897,-4.520799846305203,-0.28777692760765894,0.33125283952518236,-2.2260362292410028,-4.545499423785321,-0.15236018813760444,216.202082532804,1
171568.76272199047,-2.590309851121319,-1.3466499512875347,0.5531835246504868,-4.716471251762406,-3.117042284697991,-2.689664818758164,-0.6942836338459479,-2.4395656739807685,-1.609518987976823,-3.426876546580288,0.5225987421444995,-5.49278017406294,-0.5489455962909828,-7.697670148580131,-0.4371158056926385,-2.477649678246057,-9.608618389012046,1.0838331691274732,-0.5014678962746796,-0.111574859701421,-2.3734845330512533,-3.0243752566954525,-3.1734717635649847,0.13918480832198643,-3.2204750046232338,-0.8634174518042116,0.24592610890901678,1.5264883787736951,41.84587106333447,1
171354.88461395432,-3.2392364637360958,0.12056964974916795,0.2008273349118026,-2.4549092524297547,1.087655021908179,-0.14622602227261616,0.7670497734220381,-0.390040711759013,-1.6849880582281151,-4.540686966064076,0.9943852742657371,-4.56266739373322,-0.15386889506086465,-3.571811842131803,-4.805912613042444,2.5143456873989436,-7.216160228379399,-0.5062720484496798,-2.375472572859131,-0.1355233211527156,-3.054793753130255,-1.1756853295850893,0.7378568046891951,-3.4040873218304055,-4.938248892305445,2.234328547686608,-2.52482159903003,-6.325305231758319,309.39540285031944,1
171719.4205071303,-3.0232026253317255,-2.8749598635956684,-0.3402300800583018,-5.300486234263425,-0.2579897088414844,1.5053616906580998,-0.8156883379377019,0.9337482724119215,-1.0097795954589648,-2.304717433116518,-3.7669162990168177,-3.1592453998438166,-1.212741307316313,-8.244061587602305,-3.755571238486916,-3.4006012852883845,-6.469411732470885,-4.383646980191761,-1.5759805267501623,0.04650947416472406,-0.23560385866906697,-1.5833296661096452,-1.216173301193335,-1.9410046342655878,-0.7928661279781405,-3.633048211463667,-1.643069715178409,-1.832707415464097,310.79945804649475,1
171931.04516000918,-0.24703789064095227,1.6279456108637427,-3.052062001660005,-0.7820091055734933,-2.1022535604064077,0.5583469923785045,-2.4374034851796464,0.20073684441739692,-3.2598092015939795,-3.281852454243082,-0.8030923256091146,-3.141854839650872,-3.5209134831392555,-4.5347531441729325,-2.54230709462113,-4.747837238242027,-2.681071312950078,-1.9607439171517607,-1.4393316558772389,-1.581961726411976,-0.9795143796571306,-2.8004723840931516,-0.24904894673414457,-0.18117535203897472,2.4049421598931007,3.543019376225751,-1.4524919183946388,-5.829957587514776,177.1000932934064,1
